experiment,model,seed,accuracy,balanced_accuracy,top5_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,sensitivity_macro,specificity_macro,g_mean_macro,cohen_kappa,mcc,auc_macro_ovr,auc_weighted_ovr,average_precision_macro,log_loss,ece,n_zero_recall_classes
ablation,wo_msf,1234,0.6629166666666667,0.6629166666666667,0.9091666666666667,0.695238204848366,0.6629166666666667,0.6595924228580926,0.695238204848366,0.6629166666666667,0.6595924228580926,0.6629166666666667,0.9588333333333333,0.3483874839841956,0.6058465286236296,0.6203343773590974,0.9176504166666667,0.9176504166666666,0.7546372750771021,1.3201557397842407,0.07692167799298963,0
ablation,wo_msf,2024,0.7266666666666667,0.7266666666666666,0.8839583333333333,0.694315577631861,0.7266666666666666,0.706859169220022,0.694315577631861,0.7266666666666667,0.7068591692200221,0.7266666666666666,0.9624166666666668,0.2907708349199243,0.6775092175337976,0.6894283852275276,0.92696734375,0.92696734375,0.769555929811097,1.2107656002044678,0.047105396166443846,0
ablation,wo_msf,42,0.6627083333333333,0.6627083333333333,0.9327083333333334,0.6895296420338632,0.6627083333333333,0.6610993528853532,0.6895296420338634,0.6627083333333333,0.661099352885353,0.6627083333333333,0.9622083333333333,0.4348855797605897,0.6069116218841049,0.6190096447977563,0.9301358854166667,0.9301358854166667,0.7516784870570509,1.2867766618728638,0.09603198182148241,0
ablation,wo_pretrained,1234,0.4085416666666667,0.40854166666666664,0.8541666666666666,0.5818660060064994,0.40854166666666664,0.39021608955599446,0.5818660060064994,0.4085416666666667,0.3902160895559944,0.40854166666666664,0.9098333333333334,0.2072553233282961,0.30966565349544073,0.3216366164500364,0.8137519531250001,0.813751953125,0.5942979518864298,1.7713979482650757,0.17109290329118573,0
ablation,wo_pretrained,2024,0.4110416666666667,0.4110416666666667,0.7622916666666667,0.600678366351387,0.4110416666666667,0.4051592095902364,0.600678366351387,0.4110416666666667,0.40515920959023644,0.4110416666666667,0.9192499999999999,0.2810180904210081,0.31849411386556314,0.3355912836875303,0.8180747395833334,0.8180747395833333,0.5780861958710278,2.016770124435425,0.06480168858232599,0
ablation,wo_pretrained,42,0.3595833333333333,0.3595833333333333,0.7604166666666666,0.5718860616056538,0.3595833333333333,0.3663768129635206,0.5718860616056538,0.3595833333333333,0.36637681296352065,0.3595833333333333,0.9212083333333334,0.18678875888145263,0.2676011595123694,0.28041263553387347,0.7512811979166667,0.7512811979166667,0.5359417607415847,2.2319202423095703,0.17099723646417264,0
ablation,wo_random_erasing,1234,0.6577083333333333,0.6577083333333333,0.8341666666666666,0.7163919771332824,0.6577083333333333,0.6661681423863385,0.7163919771332822,0.6577083333333333,0.6661681423863384,0.6577083333333333,0.966625,0.40812837973323646,0.6031720473391836,0.6165530659218752,0.9257660416666665,0.9257660416666667,0.76851513708134,1.4310473203659058,0.08275902816404897,0
ablation,wo_random_erasing,2024,0.6935416666666666,0.6935416666666666,0.8616666666666667,0.6744160566323313,0.6935416666666666,0.6795933192747851,0.6744160566323313,0.6935416666666666,0.6795933192747851,0.6935416666666666,0.9601666666666667,0.008521411097100952,0.6399755251886601,0.6533591177357618,0.9117844531250001,0.911784453125,0.7369518133211445,1.3238470554351807,0.07759925059353312,1
ablation,wo_random_erasing,42,0.633125,0.633125,0.8633333333333333,0.6923120594324885,0.633125,0.6437611654894463,0.6923120594324885,0.633125,0.6437611654894464,0.633125,0.9695416666666666,0.007570651593632581,0.5778665601278465,0.595591647652096,0.9402339062499999,0.9402339062500001,0.7992244646428476,1.4730193614959717,0.13037235798935098,1
ablation,wo_sampler,1234,0.70625,0.7062500000000002,0.8641666666666666,0.6920645308666055,0.7062500000000002,0.6954865856414228,0.6920645308666054,0.70625,0.6954865856414228,0.7062500000000002,0.963,0.00864598768491462,0.6550036701737216,0.6675888317632194,0.91591953125,0.9159195312499999,0.7644130268107707,1.2826600074768066,0.07552266911293068,1
ablation,wo_sampler,2024,0.6833333333333333,0.6833333333333332,0.8579166666666667,0.6388281203181447,0.6833333333333332,0.6536438321887633,0.6388281203181446,0.6833333333333333,0.6536438321887633,0.6833333333333332,0.95125,0.008280335798913872,0.6254620123203285,0.6399964624945975,0.9065110937499999,0.9065110937499999,0.7203983929007937,1.3217432498931885,0.09011945293284954,1
ablation,wo_sampler,42,0.71875,0.7187500000000001,0.935,0.7180283032994175,0.7187500000000001,0.701450476055587,0.7180283032994175,0.71875,0.7014504760555871,0.7187500000000001,0.9609166666666668,0.47246680377733613,0.6681959691954775,0.679335429870176,0.9457666666666666,0.9457666666666668,0.7952939441400376,1.0976321697235107,0.0369251351710409,0
ablation,wo_tta,1234,0.69625,0.69625,0.9302083333333333,0.6991999785384544,0.69625,0.6801389666840355,0.6991999785384545,0.69625,0.6801389666840354,0.69625,0.9545416666666666,0.4589127843621845,0.6409898633397628,0.6526187354366472,0.93580578125,0.93580578125,0.7645089841762506,1.1825100183486938,0.09390151689760384,0
ablation,wo_tta,2024,0.6510416666666666,0.6510416666666666,0.8475,0.6740844500799521,0.6510416666666666,0.6300519726187417,0.6740844500799522,0.6510416666666666,0.6300519726187417,0.6510416666666666,0.952125,0.3504596769523305,0.5902307755035472,0.6060643630376666,0.8775977083333334,0.8775977083333334,0.6832786545688919,1.5221619606018066,0.15661859441238138,0
ablation,wo_tta,42,0.61375,0.61375,0.895625,0.6841729689456106,0.61375,0.6217522861498657,0.6841729689456107,0.61375,0.6217522861498656,0.61375,0.9579583333333334,0.3586576237830838,0.5522640370295835,0.5674094108438232,0.9039075000000002,0.9039075000000001,0.7170918708699862,1.5352176427841187,0.16433397938807806,0
